Year,Driver,Team,Position,Points,GridPosition,IsWinner,IsPodium,IsTop10,Singapore_GP_Count,Singapore_GP_Wins,Singapore_GP_Podiums,Singapore_GP_Top10,Singapore_GP_Avg_Position,Singapore_GP_Avg_Points,Singapore_GP_Best_Position,Singapore_GP_Win_Rate,Singapore_GP_Podium_Rate,Singapore_GP_Top10_Rate,Singapore_GP_Avg_Grid_Position,Singapore_GP_Grid_Improvement,Singapore_GP_Position_Std,Singapore_GP_Consistency,Recent_Avg_Position,Recent_Avg_Points,Recent_Wins,Recent_Podiums,Recent_Top10,Recent_Win_Rate,Recent_Podium_Rate,Recent_Top10_Rate,Recent_Consistency,Driver_Experience_Years,Is_Rookie,Is_Veteran,Team_Singapore_GP_Count,Team_Singapore_GP_Wins,Team_Singapore_GP_Podiums,Team_Singapore_GP_Top10,Team_Singapore_GP_Avg_Position,Team_Singapore_GP_Avg_Points,Team_Singapore_GP_Best_Position,Team_Singapore_GP_Win_Rate,Team_Singapore_GP_Podium_Rate,Team_Singapore_GP_Top10_Rate,Team_Singapore_GP_Position_Std,Team_Singapore_GP_Consistency,Team_Singapore_GP_Finish_Rate,Team_Recent_Avg_Position,Team_Recent_Avg_Points,Team_Recent_Wins,Team_Recent_Podiums,Team_Recent_Top10,Team_Recent_Win_Rate,Team_Recent_Podium_Rate,Team_Recent_Top10_Rate,Team_Recent_Consistency,Team_Experience_Years,Is_New_Team,Is_Established_Team,Temperature_Avg_C,Humidity_Percent,Precipitation_mm,Wind_Speed_kmh,Weather_Condition,Data_Source,Is_Hot,Is_Cool,Is_Humid,Is_Dry,Is_Rainy,Is_Clear,Is_Windy,Weather_Severity,Temperature_Deviation,Humidity_Deviation,Circuit_Name,Circuit_Length_km,Turns,Lap_Record_Seconds,Overtaking_Difficulty,Tire_Degradation,Track_Temperature_Range,Safety_Car_Probability,DNF_Rate,Pit_Stop_Strategy,Track_Type,Is_Night_Race,Is_Street_Circuit,Is_High_Downforce,Is_Tight_Circuit,Total_Finishers,Total_Starters,DNF_Count,Safety_Car_Deployed,Average_Grid_Position,Grid_Position_Std,Position_Changes,High_Attrition_Race,Close_Competition,Grid_Spread
2018,SAI,Renault,8.0,4.0,12.0,0,0,1,3,0,0,2,9.0,4.666666666666667,4.0,0.0,0.0,0.6666666666666666,10.0,1.0,5.0,0.16666666666666666,9.0,4.666666666666667,0,0,2,0.0,0.0,0.6666666666666666,0.16666666666666666,10,0,0,12,1,2,5,11.583333333333334,2.5833333333333335,1.0,0.08333333333333333,0.16666666666666666,0.4166666666666667,6.331139971074193,0.13640443422791113,0.4166666666666667,12.4,1.8,0,0,2,0.0,0.0,0.4,0.18541948236599776,10,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2019,SAI,McLaren,12.0,0.0,7.0,0,0,0,4,0,0,3,8.75,4.5,4.0,0.0,0.0,0.75,10.5,1.75,4.112987559751022,0.1955803702461375,8.75,4.5,0,0,3,0.0,0.0,0.75,0.1955803702461375,11,0,0,22,1,4,14,10.090909090909092,4.7727272727272725,1.0,0.045454545454545456,0.18181818181818182,0.6363636363636364,6.646940512883967,0.1307712539825761,0.6363636363636364,12.4,2.4,0,0,2,0.0,0.0,0.4,0.15267700571156523,11,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,17,20,3,0,10.5,5.916079783099616,2.6,0,0,19.0
2020,SAI,McLaren,9.0,2.0,9.0,0,0,1,5,0,0,3,9.4,3.6,4.0,0.0,0.0,0.6,9.8,0.40000000000000036,3.847076812334269,0.2063099139372659,9.4,3.6,0,0,3,0.0,0.0,0.6,0.2063099139372659,12,0,1,24,1,4,15,10.041666666666666,4.625,1.0,0.041666666666666664,0.16666666666666666,0.625,6.39618885619069,0.13520476821829516,0.6666666666666666,11.0,2.4,0,0,2,0.0,0.0,0.4,0.19292728076790167,12,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,5,20,15,1,8.8,6.24584072129521,4.5,1,0,20.0
2021,SAI,Ferrari,3.0,15.0,15.0,0,1,1,6,0,0,4,9.333333333333334,3.3333333333333335,4.0,0.0,0.0,0.6666666666666666,9.666666666666666,0.33333333333333215,3.444802848737017,0.22498185724573774,9.4,3.6,0,0,3,0.0,0.0,0.6,0.2063099139372659,13,0,1,26,3,8,20,7.038461538461538,9.307692307692308,1.0,0.11538461538461539,0.3076923076923077,0.7692307692307693,5.295135648730969,0.15885281204410412,0.7692307692307693,5.0,12.2,1,2,4,0.2,0.4,0.8,0.2025519956555797,13,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,9,20,11,1,9.8,6.296197682979617,7.7,1,0,20.0
2022,SAI,Ferrari,3.0,15.0,4.0,0,1,1,7,0,1,5,8.428571428571429,5.0,3.0,0.0,0.14285714285714285,0.7142857142857143,10.428571428571429,2.0,3.952094080237415,0.20193477421819447,7.2,6.6,0,1,4,0.0,0.2,0.8,0.21270481139089367,14,0,1,28,3,9,21,7.285714285714286,9.178571428571429,1.0,0.10714285714285714,0.32142857142857145,0.75,5.5634864026418684,0.15235805159853613,0.75,8.0,8.2,0,2,3,0.0,0.4,0.6,0.131657717156152,14,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,9.5,5.916079783099616,4.2,1,0,19.0
2023,SAI,Ferrari,1.0,25.0,1.0,1,1,1,8,0,2,6,7.75,6.25,3.0,0.0,0.25,0.75,9.625,1.875,4.131758532565592,0.1948649753596368,7.0,7.2,0,2,4,0.0,0.4,0.8,0.2025519956555797,15,0,1,30,3,11,23,6.966666666666667,9.666666666666666,1.0,0.1,0.36666666666666664,0.7666666666666667,5.50537877010282,0.15371895093883897,0.7666666666666667,7.4,9.6,0,3,3,0.0,0.6,0.6,0.12578900933525627,15,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,20,4,1,10.0,5.627314338711377,4.842105263157895,0,0,18.0
2024,SAI,Ferrari,7.0,6.0,10.0,0,0,1,9,1,3,7,7.0,8.333333333333334,1.0,0.1111111111111111,0.3333333333333333,0.7777777777777778,8.666666666666666,1.666666666666666,4.47213595499958,0.1827439976315568,5.6,11.4,1,3,4,0.2,0.6,0.8,0.1763964909601683,16,0,1,32,4,12,25,6.6875,10.21875,1.0,0.125,0.375,0.78125,5.450288539269304,0.1550318243768489,0.78125,5.6,14.0,1,3,4,0.2,0.6,0.8,0.12466658121359801,16,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,8,20,12,1,10.5,5.916079783099616,2.7,1,0,19.0
2015,NAS,Sauber,10.0,1.0,16.0,0,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,7,1,0,10,0,0,3,14.6,0.4,9.0,0.0,0.0,0.3,4.526465385804788,0.180947482737988,0.4,14.6,0.4,0,0,1,0.0,0.0,0.2,0.17475528550455577,7,0,1,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2016,NAS,Sauber,13.0,0.0,16.0,0,0,0,1,0,0,1,10.0,1.0,10.0,0.0,0.0,1.0,16.0,6.0,4.330030788530994,0.18762168081800862,10.0,1.0,0,0,1,0.0,0.0,1.0,0.5,8,0,0,12,0,0,4,13.916666666666666,0.4166666666666667,9.0,0.0,0.0,0.3333333333333333,4.399552318822973,0.18520053903616698,0.5,14.4,0.2,0,0,1,0.0,0.0,0.2,0.17475528550455577,8,0,1,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2015,RSS,Manor Marussia,14.0,0.0,20.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,7,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,7,1,0,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2015,STE,Manor Marussia,15.0,0.0,19.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,7,1,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,7,1,0,30.3,78.7,14.5,13.8,Rain,Actual,1,0,0,0,1,0,0,3,1.8000000000000007,1.2999999999999972,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,10.5,5.916079783099616,4.3,1,0,19.0
2016,PAL,Renault,15.0,0.0,18.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,8,1,0,8,1,2,3,11.75,2.75,1.0,0.125,0.25,0.375,7.45941399460153,0.11821149794042013,0.375,14.0,1.2,0,0,1,0.0,0.0,0.2,0.1639607805437114,8,0,1,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,PAL,Renault,6.0,8.0,11.0,0,0,1,1,0,0,0,15.0,0.0,15.0,0.0,0.0,0.0,18.0,3.0,4.330030788530994,0.18762168081800862,15.0,0.0,0,0,0,0.0,0.0,0.0,0.5,9,0,0,10,1,2,4,11.9,2.3,1.0,0.1,0.2,0.4,6.690789689316701,0.1300256593141668,0.4,13.6,0.2,0,0,1,0.0,0.0,0.2,0.25211274292798275,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2016,WEH,Manor Marussia,16.0,0.0,19.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,8,1,0,2,0,0,0,14.5,0.0,14.0,0.0,0.0,0.0,0.7071067811865476,0.585786437626905,0.0,14.5,0.0,0,0,0,0.0,0.0,0.0,0.585786437626905,8,0,0,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,WEH,Sauber,12.0,0.0,19.0,0,0,0,1,0,0,0,16.0,0.0,16.0,0.0,0.0,0.0,19.0,3.0,4.330030788530994,0.18762168081800862,16.0,0.0,0,0,0,0.0,0.0,0.0,0.5,9,0,0,14,0,0,4,14.071428571428571,0.35714285714285715,9.0,0.0,0.0,0.2857142857142857,4.141056827471901,0.194512535760424,0.42857142857142855,14.2,0.2,0,0,1,0.0,0.0,0.2,0.19204411937679794,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2016,OCO,Manor Marussia,18.0,0.0,21.0,0,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,8,1,0,2,0,0,0,14.5,0.0,14.0,0.0,0.0,0.0,0.7071067811865476,0.585786437626905,0.0,14.5,0.0,0,0,0,0.0,0.0,0.0,0.585786437626905,8,0,0,29.3,87.0,3.1,8.2,Light Rain,Actual,0,0,1,0,1,0,0,3,0.8000000000000007,7.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,10,22,12,1,11.5,6.493586579592718,4.363636363636363,1,0,21.0
2017,OCO,Force India,10.0,1.0,14.0,0,0,1,1,0,0,0,18.0,0.0,18.0,0.0,0.0,0.0,21.0,3.0,4.330030788530994,0.18762168081800862,18.0,0.0,0,0,0,0.0,0.0,0.0,0.5,9,0,0,18,0,0,9,12.777777777777779,2.5,4.0,0.0,0.0,0.5,6.034757712915637,0.1421513065281588,0.6111111111111112,13.0,2.4,0,0,3,0.0,0.0,0.6,0.12671020163537874,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2018,OCO,Racing Point,20.0,0.0,9.0,0,0,0,2,0,0,1,14.0,0.5,10.0,0.0,0.0,0.5,17.5,3.5,5.656854249492381,0.15022110482233483,14.0,0.5,0,0,1,0.0,0.0,0.5,0.15022110482233483,10,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,10,1,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2020,OCO,Renault,14.0,0.0,14.0,0,0,0,3,0,0,1,16.0,0.3333333333333333,10.0,0.0,0.0,0.3333333333333333,14.666666666666666,-1.333333333333334,5.291502622129181,0.15894454156034005,16.0,0.3333333333333333,0,0,1,0.0,0.0,0.3333333333333333,0.15894454156034005,12,0,0,16,1,2,8,11.25,2.375,1.0,0.0625,0.125,0.5,5.579725202313581,0.15198203105022948,0.4375,11.0,1.4,0,0,3,0.0,0.0,0.6,0.2612038749637414,12,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,5,20,15,1,8.8,6.24584072129521,4.5,1,0,20.0
2021,OCO,Alpine,1.0,25.0,8.0,1,1,1,4,0,0,1,15.5,0.25,10.0,0.0,0.0,0.25,14.5,-1.0,4.43471156521669,0.18400240527946554,15.5,0.25,0,0,1,0.0,0.0,0.25,0.18400240527946554,13,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,13,1,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,9,20,11,1,9.8,6.296197682979617,7.7,1,0,20.0
2022,OCO,Alpine,16.0,0.0,17.0,0,0,0,5,1,1,2,12.6,5.2,1.0,0.2,0.2,0.4,13.2,0.5999999999999996,7.536577472566709,0.11714296545818474,12.6,5.2,1,1,2,0.2,0.2,0.4,0.11714296545818474,14,0,1,2,1,1,2,2.5,18.5,1.0,0.5,0.5,1.0,2.1213203435596424,0.32037724101704074,1.0,2.5,18.5,1,1,2,0.5,0.5,1.0,0.32037724101704074,14,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,9.5,5.916079783099616,4.2,1,0,19.0
2023,OCO,Alpine,18.0,0.0,8.0,0,0,0,6,1,1,2,13.166666666666666,4.333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,13.833333333333334,0.6666666666666679,6.882344561751225,0.12686580650793441,12.2,5.2,1,1,2,0.2,0.2,0.4,0.1215811864702222,15,0,1,4,1,1,2,9.75,9.25,1.0,0.25,0.25,0.5,8.5,0.10526315789473684,0.5,9.75,9.25,1,1,2,0.25,0.25,0.5,0.10526315789473684,15,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,20,4,1,10.0,5.627314338711377,4.842105263157895,0,0,18.0
2024,OCO,Alpine,13.0,0.0,15.0,0,0,0,7,1,1,2,13.857142857142858,3.7142857142857144,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,13.0,-0.8571428571428577,6.542898731412845,0.13257502660554638,13.8,5.0,1,1,1,0.2,0.2,0.2,0.11769322328979212,16,0,1,6,1,1,3,10.5,7.5,1.0,0.16666666666666666,0.16666666666666666,0.5,7.687652437513028,0.11510589393309859,0.5,12.4,4.0,0,0,2,0.0,0.0,0.4,0.12753389848460323,16,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,8,20,12,1,10.5,5.916079783099616,2.7,1,0,19.0
2017,VAN,McLaren,7.0,6.0,9.0,0,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,9,1,0,18,1,4,12,9.944444444444445,5.166666666666667,1.0,0.05555555555555555,0.2222222222222222,0.6666666666666666,7.09989413526893,0.12345840369021051,0.6666666666666666,15.4,1.2,0,0,1,0.0,0.0,0.2,0.17161467957214657,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2018,VAN,McLaren,12.0,0.0,18.0,0,0,0,1,0,0,1,7.0,6.0,7.0,0.0,0.0,1.0,9.0,2.0,4.330030788530994,0.18762168081800862,7.0,6.0,0,0,1,0.0,0.0,1.0,0.5,10,0,0,20,1,4,13,10.15,4.95,1.0,0.05,0.2,0.65,6.937882279652473,0.12597818470593153,0.65,13.4,2.4,0,0,2,0.0,0.0,0.4,0.14494533968938017,10,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2017,STR,Williams,8.0,4.0,18.0,0,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,9,1,0,18,0,1,7,11.444444444444445,2.111111111111111,2.0,0.0,0.05555555555555555,0.3888888888888889,5.490336132667398,0.15407522500518323,0.6111111111111112,13.4,2.0,0,0,1,0.0,0.0,0.2,0.1391072219492311,9,0,1,27.3,82.0,0.8,2.1,Clear,Actual,0,0,0,0,0,1,0,1,1.1999999999999993,2.0,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,11,20,9,1,10.5,5.916079783099616,6.9,1,0,19.0
2018,STR,Williams,14.0,0.0,20.0,0,0,0,1,0,0,1,8.0,4.0,8.0,0.0,0.0,1.0,18.0,10.0,4.330030788530994,0.18762168081800862,8.0,4.0,0,0,1,0.0,0.0,1.0,0.5,10,0,0,20,0,1,8,11.25,2.1,2.0,0.0,0.05,0.4,5.2503132738613045,0.159991980591114,0.65,14.0,0.8,0,0,1,0.0,0.0,0.2,0.16015261286229274,10,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
2019,STR,Racing Point,13.0,0.0,16.0,0,0,0,2,0,0,1,11.0,2.0,8.0,0.0,0.0,0.5,19.0,8.0,4.242640687119285,0.1907435698305462,11.0,2.0,0,0,1,0.0,0.0,0.5,0.1907435698305462,11,0,0,2,0,0,0,18.0,0.0,16.0,0.0,0.0,0.0,2.8284271247461903,0.2612038749637414,0.0,18.0,0.0,0,0,0,0.0,0.0,0.0,0.2612038749637414,11,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,17,20,3,0,10.5,5.916079783099616,2.6,0,0,19.0
2020,STR,Racing Point,4.0,12.0,3.0,0,0,1,3,0,0,1,11.666666666666666,1.3333333333333333,8.0,0.0,0.0,0.3333333333333333,18.0,6.333333333333334,3.214550253664318,0.2372732414640341,11.666666666666666,1.3333333333333333,0,0,1,0.0,0.0,0.3333333333333333,0.2372732414640341,12,0,0,4,0,0,0,17.0,0.0,13.0,0.0,0.0,0.0,3.1622776601683795,0.2402530733520421,0.25,17.0,0.0,0,0,0,0.0,0.0,0.0,0.2402530733520421,12,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,5,20,15,1,8.8,6.24584072129521,4.5,1,0,20.0
2021,STR,Aston Martin,19.0,0.0,12.0,0,0,0,4,0,0,2,9.75,4.0,4.0,0.0,0.0,0.5,14.25,4.5,4.645786621588784,0.17712323667637822,9.75,4.0,0,0,2,0.0,0.0,0.5,0.17712323667637822,13,0,0,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.5,0.8,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,13,1,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,9,20,11,1,9.8,6.296197682979617,7.7,1,0,20.0
2022,STR,Aston Martin,6.0,8.0,11.0,0,0,1,5,0,0,2,11.6,3.2,4.0,0.0,0.0,0.4,13.8,2.200000000000001,5.770615218501403,0.14769706558827875,11.6,3.2,0,0,2,0.0,0.0,0.4,0.14769706558827875,14,0,1,2,0,0,0,19.5,0.0,19.0,0.0,0.0,0.0,0.7071067811865476,0.585786437626905,0.0,19.5,0.0,0,0,0,0.0,0.0,0.0,0.585786437626905,14,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,12,20,8,1,9.5,5.916079783099616,4.2,1,0,19.0
2023,STR,Aston Martin,11.0,0.0,11.0,0,0,0,6,0,0,3,10.666666666666666,4.0,4.0,0.0,0.0,0.5,13.333333333333334,2.666666666666668,5.645056834671079,0.15048780241914944,11.2,4.0,0,0,2,0.0,0.0,0.4,0.14005538346603544,15,0,1,4,0,0,2,13.25,3.0,6.0,0.0,0.0,0.5,7.274384280931732,0.12085491391842823,0.5,13.25,3.0,0,0,2,0.0,0.0,0.5,0.12085491391842823,15,0,0,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,16,20,4,1,10.0,5.627314338711377,4.842105263157895,0,0,18.0
2024,STR,Aston Martin,14.0,0.0,17.0,0,0,0,7,0,0,3,10.666666666666666,3.4285714285714284,4.0,0.0,0.0,0.42857142857142855,13.333333333333334,2.666666666666668,5.645056834671079,0.15048780241914944,10.5,4.0,0,0,2,0.0,0.0,0.4,0.12729683913915313,16,0,1,6,0,0,2,13.6,2.0,6.0,0.0,0.0,0.3333333333333333,6.348228099241551,0.13608722898833464,0.5,12.25,2.4,0,0,2,0.0,0.0,0.4,0.13425496609571336,16,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,8,20,12,1,10.5,5.916079783099616,2.7,1,0,19.0
2018,LEC,Sauber,9.0,2.0,13.0,0,0,1,0,0,0,0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.5,20.0,0.0,0,0,0,0.0,0.0,0.0,0.5,10,1,0,16,0,0,4,14.0,0.3125,9.0,0.0,0.0,0.25,3.8987177379235853,0.2041350519664497,0.375,13.6,0.0,0,0,0,0.0,0.0,0.0,0.29339977411634566,10,0,1,28.0,86.5,4.7,3.9,,Actual,0,0,0,0,0,0,0,1,0.8000000000000007,7.299999999999997,Marina Bay Street Circuit,5.063,23,95.0,8,7,5,0.6,0.15,2,Street Circuit,1,1,1,1,7,20,13,1,10.5,5.916079783099616,2.9,1,0,19.0
